Dominant_spec,Instellation,Planet_mass,T_inf,Lim_flux[1/cm^2_s],Lim_flux[kg/s],Homopause_alt[km],Exobase_alt[km],Homopause_pressure[bar],Exobase_pressure[bar],Homopause_temp[K],Exobase_temp[K]
H2O,1000_F_earth,1_M_earth,6000,604305632913.395,12426.172194378107,1439.12222,3575.6080282555904,1e-10,2.7122725793320297e-13,664.207,5936.583981343571
H2O,1000_F_earth,1_M_earth,7000,665703644223.7146,14691.493416730798,1439.12222,3931.373655849011,1e-10,2.7122725793320297e-13,664.207,6924.698959069201
H2O,1000_F_earth,10_M_earth,200,33688902551.80033,157283.3567574391,18106.817730392064,30482.911401458903,2.9891606381848e-08,1.4405104668791094e-14,174.72954584969773,199.9995377909767
H2O,1000_F_earth,10_M_earth,300,38200220800.6075,193468.06536241443,18106.817730392064,36670.90092742,2.9891606381848e-08,1.4405104668791094e-14,174.72954584969773,299.9977087418407
H2O,1000_F_earth,10_M_earth,500,47788462512.03302,287159.6560827122,18106.817730392064,50520.31025467581,2.9891606381848e-08,6.9608900894796715e-15,174.72954584969773,499.99655188884657
H2O,1000_F_earth,10_M_earth,1000,64384183251.688614,549497.4419327024,18106.817730392064,82933.7331849565,2.9891606381848e-08,6.9608900894796715e-15,174.72954584969773,999.9912515132523
H2O,1000_F_earth,10_M_earth,2000,103966380329.20526,1619737.281252427,18106.817730392064,153654.25137176778,2.9891606381848e-08,3.3636680851609856e-15,174.72954584969773,1999.9887856234686
H2O,1000_F_earth,10_M_earth,3000,157879087996.79272,4039425.4216015968,18106.817730392064,230268.29533583252,2.9891606381848e-08,1.6254046309724684e-15,174.72954584969773,2999.989939508319
H2O,1000_F_earth,10_M_earth,5000,329460959927.6652,17668887.65796355,18106.817730392064,386443.0070685107,2.9891606381848e-08,7.854342781446887e-16,174.72954584969773,4999.990041541738
H2O,1000_F_earth,10_M_earth,6000,460487933408.4722,32427306.93910296,18106.817730392064,460110.24185682775,2.9891606381848e-08,7.854342781446887e-16,174.72954584969773,5999.987977728246
H2O,1000_F_earth,10_M_earth,7000,640686046832.5425,57336387.08465902,18106.817730392064,533777.4766451449,2.9891606381848e-08,7.854342781446887e-16,174.72954584969773,6999.985913914755
N2,1_F_earth,1_M_earth,200,80363860.94682679,0.7910292094827233,506.60098711650255,533.4495622648602,1.1721022975334793e-11,4.4964892889187175e-13,180.0,198.26635157193158
N2,1_F_earth,1_M_earth,300,79414872.66067182,0.7845890567215448,506.60098711650255,546.1308249683815,1.1721022975334793e-11,4.4964892889187175e-13,180.0,289.5981094315896
N2,1_F_earth,1_M_earth,500,79322852.35776488,0.7894909673776566,506.60098711650255,571.4933503754237,1.1721022975334793e-11,4.4964892889187175e-13,180.0,472.2616251509055
N2,1_F_earth,1_M_earth,1000,82271119.50972117,0.8339996740735155,506.60098711650255,634.8996638930294,1.1721022975334793e-11,4.4964892889187175e-13,180.0,928.9204144491954
N2,1_F_earth,1_M_earth,2000,93130871.42383203,0.9788932366739371,506.60098711650255,761.7122909282405,1.1721022975334793e-11,4.4964892889187175e-13,180.0,1842.237993045775
N2,1_F_earth,1_M_earth,3000,108584188.18531206,1.1826381094918608,506.60098711650255,888.5249179634517,1.1721022975334793e-11,4.4964892889187175e-13,180.0,2755.5555716423546
N2,1_F_earth,1_M_earth,5000,154046345.51272085,1.79814117969433,506.60098711650255,1142.150172033874,1.1721022975334793e-11,4.4964892889187175e-13,180.0,4582.190728835514
N2,1_F_earth,1_M_earth,6000,185770129.0415224,2.2428995180026083,506.60098711650255,1268.9627990690853,1.1721022975334793e-11,4.4964892889187175e-13,180.0,5495.508307432094
N2,1_F_earth,1_M_earth,7000,247268416.27442428,3.1910784504712617,506.60098711650255,1525.599457161692,1.1721022975334793e-11,2.8221150360464245e-13,180.0,6583.13899501394
N2,1_F_earth,10_M_earth,200,359998878.31072026,1324.266977279129,9789.721898217867,13743.849779688411,1.4369868840899998e-08,1.1284550594893711e-14,142.57758102466397,199.99848520074963
N2,1_F_earth,10_M_earth,300,365119277.1478065,1383.5612161828901,9789.721898217867,15720.891773119587,1.4369868840899998e-08,1.1284550594893711e-14,142.57758102466397,299.995847207998
